,text,label,score
45,https://newrepublic.com/post/188846/canada-right-wing-stunned-reaction-trump-tariffs-threat?utm_source=newsletter&utm_medium=email&utm_campaign=the_ticker_rss&utm_term=tnr-newsletter-20240823&vgo_ee=9qiaIWy%2FSY%2BasU9yG0KPzL6TT07%2BRq1izP6KIH1TgmngykDx%3ACTwP9niltfRD1qwtL3zqwxd%2BTaVhWOjM,Negative,0.6592551469802856
46,You voted for someone who did the SAME to other women! What a ridiculous post. 🙄,Negative,0.9430660605430603
47,Tariffs Start Wars,Negative,0.9512634873390198
48,Hurricane Katia’s Remnants To Hit Ireland And UK – Projected Path And Satellite http://j.mp/ni0P1u,Negative,0.559463620185852
49,Finally.,Positive,0.5215051770210266
50,"New YouTube video from Omar Apollo:

✨ Y’all the funniest ppl I’ve ever met

🔗 https://www.youtube.com/watch?v=1tQz8W5U6dw

#music #omarapollo #youtube #musicsocial",Negative,0.7019438743591309
51,Looks like likelyhood of me getting the remnants of Katia cannot be ruled out...,Positive,0.49592456221580505
52,"New YouTube video from Omar Apollo:

✨ Papiiiii’s main character moment 🙂‍↔️

🔗 https://www.youtube.com/watch?v=eks3II1KBWM

#music #omarapollo #youtube #musicsocial",Negative,0.635164201259613
53,이탈리안X코리안 국제 부부 채널 보는데 장인 어른 한국 마트 와서 하는 말 보면서 우리나라 물가 너무 비싸다고 공감하는 중 흑흑..,Negative,0.43493831157684326
54,Pansion!!!,Positive,0.9877747297286987
55,https://instagr.am/p/CMtkTBfB6SQ/,Positive,0.4282110333442688
56,"Buenos días, mariposones bonicos 🩵",Positive,0.9715960025787354
57,i hate 8am classes,Negative,0.876656174659729
58,"‏میرا ساتھ نہ چھوڑنا میں اکیلی بھی کھڑی رہونگی۔ 

سب کو پکڑوا کر خود گنڈاپور کے ساتھ بھاگ کر مانسہرہ جا پہنچی۔
سبحان اللہ۔۔",Negative,0.5787968039512634
59,Right on,Positive,0.9091595411300659
60,"Well, dang, that was quick. Nice.",Positive,0.6655534505844116
61,Cause they are perverts,Negative,0.984637975692749
62,"Hey Marisol,
Awesome to see you here, was hoping you made the migration as so many others did. 💙💙",Positive,0.9480704069137573
63,"Nie jest to dobre PP to nie tylko usługi, ale przede wszystkim symbol funkcjonowania Państwa, szczególnie w małych miejscowościach",Negative,0.7319187521934509
64,So when is ICE gonna knock on Elon's door?,Negative,0.7565843462944031
65,[He let the smoke blow onto him as he chuckled softly. Kissing down his neck down to his shoulder.],Positive,0.5157318115234375
66,SLAY there’s a health authority near me that’s actually doing patient trials on this??? with contact information on their website?? and links to their studies and published articles. insane. what r the chances,Negative,0.738690972328186
67,Haben die drei Herzen oder drei Gehirne? Die sind voll special.,Positive,0.5250325798988342
68,近所のキキララくじはやく毛布なくなってほしい 夢をみて引き続けてしまうから………,Negative,0.8408442735671997
69,Probably that people feel safe to vent and share with me. I love being a safe space for people and feeling trusted like that,Positive,0.8394859433174133
70,"Schweizer Strategie zur Umsetzung der UNO-Leitprinzipien

""""

https://www.publiceye.ch/fr/publications/detail/schweizer-strategie-zur-umsetzung-der-uno-leitprinzipien",Negative,0.8775156736373901
71,"Do commercial pilots get to play music in the cockpit? I couldn’t imagine driving anywhere in silence, so flying long distance like that would kill me.",Positive,0.4899474084377289
72,APHEX TWIN @ Avant Gardner NY 2019 by [HAMAD] on #SoundCloud https://soundcloud.com/hamad-abdullsetar/aphex-twin-avant-gardner-ny-2019?ref=twitter&p=i&c=0,Positive,0.5743215084075928
73,"The Israel Defense Force has reported that an Israeli Airstrike targeted and killed Maman Aljabari, a senior Hamas Sniper Unit member, in Gaza City.",Positive,0.5159817934036255
74,Aljabari had been responsible for attacks on IDF Forces and was operating and storing weapons inside a building that was formerly used as the Al-Tabaeen School.,Negative,0.8001976609230042
75,Wonderwall van Oasis. Dit nummer draait tot 08:40:53.,Positive,0.9239087104797363
76,"The OFFICIAL method to get ""FREE"" ROBUX on #Roblox! 🤑💰 (LINK",Positive,0.8043922781944275
77,"Great photo, you're so handsome!! Love that jacket too! 😊",Positive,0.9646633863449097
78,This Bluesky is wonderful to me as well,Positive,0.9460732936859131
79,idk maybe i'm just too in my own head again but i can't help but feel like even scrapbooking and journaling seems like it's a performance for some invisible audience these days,Negative,0.4778335392475128
80,"配信ないのか、残念
ま仕方ないわね",Negative,0.93058180809021
81,"うううう〜〜めちゃくちゃ迷いましたそして決めきれませんでした（？）お願いしてもよいでしょうか……！！
丸井ブン太さんorアパシー鳴神学園七不思議の荒井昭二くんをお願いしたいです！（参考画像）

ばくオムさんの絵で推し見れるのめちゃ嬉しいので、ばくオムさんが描きやすい方で！！どちらでも大丈夫です！！",Negative,0.6947652101516724
82,"Write 4500 words today

And kept about 2200 of them too",Negative,0.7533668279647827
83,Ring notification: your friend is in the garage,Positive,0.5189219117164612
84,"did a quick sketch on colors live on my switch!

(it works with my sonarpen, and i think that's rad!)

#mastoart",Negative,0.8477622866630554
85,"Y lo peor es que gracias a eso tuvimos un mal resultado en Estados Unidos 

Y un resultado malo en Mexico (porque el menos peor de las elecciones era Maynez)

Pero bueno a la próxima ojalá haya más autocrítica de los demócratas 

(Del PAN y PRI no, ello se pueden ir a la verga)",Negative,0.9831379055976868
86,TY,Positive,0.546675980091095
87,怕會忍不住想染🤣（走純黑,Negative,0.9748680591583252
88,theres this new fuck ass creature (/pos) coming to creatures of sonaria on friday and I'm happy stimming over it. it's a lot more entity coded than any other creatures i like so im very excited for it :3,Positive,0.7348233461380005
89,Bara en ensam soft girl wannabe som letar efter en prepper dudebro,Negative,0.683163046836853
90,"It’s the fact that they are unapologetic and apparently sincere social democrats at a time when both major parties have been possessed by the spirit of neofeudalism. 

Whatever your opinion of electoralism, you can see how a brief break from plutocracy-as-policy could feel like a breath of fresh air",Positive,0.4433025121688843
91,"Flight: #DIBEC
Registration: D-IBEC
ICAO code: #3E1A56
Type: DIAMOND DA62
Speed: 290 kmh
Altitude: 3048 m
Distance: 3.2 km
Angle ∆: 43.4°
Direction ->: SSE
Track:
http://globe.adsbexchange.com/?icao=3E1A56&lat=50.983&lon=4.447&zoom=10.5&showTrace=2024-11-27
History […]",Positive,0.6089755296707153
92,"No huh! Siinä on sukellusretket ehkä vähäksi aikaa lusittu, kun jää uppoavan laivan sisään loukkuun ja kuitenkin pelastuu. Onnea matkassa! 🤯🙏",Negative,0.9650295972824097
93,"まさか星里恵ちゃんの励ましの言葉で泣きそうになるとは思わなかった笑
ピンポイントすぎる…ビックリした。",Negative,0.5578473210334778
94,Mazón dando su última rueda de prensa...,Positive,0.40500548481941223
95,"Lol I expected nothing less 😌

I’m curious, if you don’t mind, if you don’t DM and your DMs aren’t open… does one just hope to bump into you in the world? 😂",Negative,0.9648063778877258
96,今日すぐ帰れるの嬉しすぎる,Positive,0.39688900113105774
97,https://instagr.am/p/CMtKSJtBc1S/,Positive,0.4559401273727417
98,"just saw wicked and idk why everyone's so mad about it being 3 hours. it was basically the length of a normal movie, just the last 45 minutes was room to hold space for the lyrics of defying gravity",Negative,0.7497318387031555
99,If everyone gets the chance to experience a breezy fall with a cable knit sweater it will instantly become their favorite,Positive,0.9100286960601807
100,"La silla vacía. La ventana abierta que deja entrar un poco de luz, apagándose conforme se llega al rey. El papel de la pared iluminado como si fuera moho. La ligera inclinación de las figuras. El traje militar de él, en contraste con la alta costura de ella. La postura clásica del rey... TODO",Negative,0.6731854677200317
101,"28. Was transformers one cause friend wanted to see it, was my 2nd viewing and still a classic.",Positive,0.7564670443534851
102,Mostly clear for today and variable intensity of sewage stench,Neutral,0.5389114618301392
103,"해산물 제철

봄 도다리
여름은 패스(식중독 위험)
가을 전어
겨울 방어 그리고 대게",Negative,0.8909766674041748
104,We are on Substack! substack.com/@ecomilli,Negative,0.3555566370487213
105,many such cases,Negative,0.3821490705013275
106,"I'm not sure the Catholics felt that way about her

en.m.wikipedia.org/wiki/Gunpowd...",Negative,0.8010610938072205
107,Aww you’re so sweet yeah naa my body just hit me with 3 steel chairs and a ladder maybe I will get up,Negative,0.650265634059906
108,"Dear Men: Getting kind of tired of it. Love, Women.",Negative,0.7970259785652161
109,@joeandalex.bsky.social,Positive,0.4327194392681122
110,"Ieri ho beccatto un analisi tecnica sul Source Engine, per giunta in italiano. Ve lo consiglio se siete fan di #halflife2 o di game engine.

https://www.youtube.com/watch?v=CyHZSFY-R5I",Negative,0.6358879804611206
111,พี่เจซพี่วิคเตอร์ป.โท BME อาจารย์ให้มาช่วยเป็นTA ฟิโอ undergrads,Negative,0.4540638029575348
112,"「映え」よりも「設定」やら「生活感」にこだわったので、SNSウケはせんと思うけどね応募した我が自宅ー！！
https://x.com/kuroneko13gou/status/1861671045419409445?t=pn3Lvj2pNkP3wQJ7Cnq1hg&s=19",Negative,0.40836337208747864
113,Russian selfies and the moment you find out https://twitter.com/bayraktar_1love/status/1616802516775182336,Positive,0.44162556529045105
114,Dinner's ready!,Positive,0.8768261075019836
115,"Reminds me of the time that #FUWAMOCO ended the stream after the Ruffians voted Pero as their favorite member of FUWAMOCO.

https://www.youtube.com/watch?v=2VT8FdrUL8o

#hololive #HoloEN",Negative,0.8862859606742859
116,"Promoting our warriors
www.youtube.com/watch?v=l4bw...",Positive,0.8928055167198181
117,"新日本空調(1952)　東証Ｐ
始値3875円　高値3900円　安値3755円　終値3800円　前日比-115円(-2.94%)　ＶＷＡＰ3803.2456円　出来高79,800株　前日比19,300株増(+31.90%)
信用倍率19.41倍　売残5900株　買残114500株　貸借倍率49倍　貸株残100株　融資残4900株　回転日数33.9日
O/U比率+8.50%　OVER 11300株　UNDER 13400株
[2024/11/27 15:30]",Negative,0.4457036852836609
118,ピーナッツせんべいが美味いのだった,Negative,0.8082203269004822
119,"In the salon, one of the few places I ever see boobies--I mean ladies' print magazines anymore.",Negative,0.5670219659805298
120,彼の力が必要で招集されて、且つ彼が承諾してくれたらフェニックスって呼びます😭😭😭（ダサ）,Positive,0.5632762312889099
121,"ビフロンスとかフラウロスとかソロモン72柱の悪魔も豊富な女神転生
（たしかほぼいる）",Negative,0.9460763335227966
122,"It's in that same vein as older 'lost in distant lands' adventure series, though with the additional impetus of not being able to go home because it went boom",Negative,0.6633952260017395
123,Shu leaving……it’s so joever,Positive,0.9395661950111389
124,Me atualizando sobre o golpe e tô passada,Negative,0.5713276863098145
125,"ポスターちゃん
毎度きれいに仕上げていただき大感謝祭",Positive,0.5652788877487183
126,숙녀답게 말해줘,Negative,0.38842517137527466
127,😻😻 I shall investigate this!,Negative,0.45497438311576843
128,"""Gevel van bioscoop in Roermond oververhit door brand, staat op instorten"" via NOS
https://nos.nl/l/2546095
#nieuws #nos",Negative,0.896420419216156
129,Ben Fountain's rockin the #Dallas beat! https://www.nytimes.com/2011/06/05/opinion/05fountain.html?_r=1&scp=1&sq=Dallas&st=cse,Positive,0.9441155195236206
130,In line at BluDot warehouse. Constant sound of voicemail pinging from subdued yuppie crowd.,Negative,0.583541989326477
131,"""Corporatie Laatste Wil hoopt op afspraken over gedogen zelfdodingscapsule"" via RTL Nieuws
https://www.rtl.nl/nieuws/artikel/5482433/laatste-wil-hoopt-op-afspraken-over-gedogen-zelfdodingscapsule
#nieuws #rtlnieuws",Negative,0.7421241998672485
132,not yall stopping using bluesky,Negative,0.7323002815246582
133,"""Patrick J. Adams verliet Suits na depressies en alcoholproblemen"" via RTL Nieuws
https://www.rtl.nl/boulevard/artikel/5482435/patrick-j-adams-verliet-suits-na-depressies-en-alcoholproblemen
#nieuws #rtlnieuws",Negative,0.8971888422966003
134,why yes i have been listening to OIIA OIIA CAT 10 HOURS for about 49 minutes why do you ask,Positive,0.5302416682243347
135,最大の敵はレバーの横入力です🥺,Positive,0.4843990206718445
136,nuh uh uh. you can’t trick me. that’s not bunlith.,Negative,0.8589819669723511
137,"Τετάρτες δεν δουλεύω απόγευμα, δεν έχει υπάρξει Τετάρτη ρε μλκ που να μην νιώθω αισιόδοξος, να μην έχω όρεξη για δουλειά, να μη σηκώνω περισσότερα κιλά στο γυμναστήριο, να μην αντέχω 10λεπτα παραπάνω στο σεξ αν κάνω ποτέ γιατί δεν έχει τύχει να τονε βρέξω Τετάρτη, αμαρτία",Positive,0.6198089718818665
138,*Taps the sign*,Neutral,0.4194342792034149
139,kind of a sick ass container if i'm being honest,Negative,0.9325670599937439
140,"Pavard, l'Inter fa gli esami: possibile stop! Altri due da valutare - TS https://www.inter-news.it/primo-piano/pavard-inter-esami-possibile-stop-altri-due-valutare/
Ieri sera Benjamin Pavard uscito dal campo durante Inter-Lipsia per un risentimento muscolare. Si prevede uno stop per lui. Mentre […]",Positive,0.638471782207489
141,"Meaning of #montañear In Spanish there is no more specific verb than ""escalar"" to ""do mountaineering"", so 'montañear' began to circulate, which surely includes ""mountain hiking"" and other similar activities.  In reality there is 'montanear', but it already has a u.. montañear",Positive,0.35687294602394104
142,some stuff i got during my travels 🇯🇵💸,Positive,0.6854068636894226
143,"Hour 15... @RelayForLife OMG my feet are so sore! And it's raining. We are so doing this! 40,148 steps total yesterday, 16.83 miles.",Negative,0.5817103981971741
144,Qui parle des israéliens. On parle de l’antisémitisme LfI depuis des années. Votre inculture crasse ne vous servira pas d’excuse. Par contre ca montre bien que vous n’écoutez pas les principaux concernés.,Negative,0.8544448018074036
145,The Big Woke Socks Cinematic Universe,Positive,0.7175942659378052
146,やっぱ紅蓮好きだな……,Negative,0.6997303366661072
147,歯磨き粉はフッ素濃度がいっちゃん高いやつ(1500とか)でって言われましたわー,Negative,0.5993295907974243
148,1 Reskeet and I will go full crazy on this app,Negative,0.751241147518158
149,"Glaub nicht, dass das optional ist",Negative,0.9203395247459412
150,dropping ur towel on the floor is the worst feeling known to man,Negative,0.9598399996757507
151,Perhaps I’ve turned my brain off enough with these mindless musings.,Negative,0.44236841797828674
152,"Still have the bug that the camera’s don’t appear in the order I want them to be. Really annoying! Tried it about a million times, just doesn’t work.",Negative,0.6665880084037781
153,You need that deep sleep where you're snoring and slobbin.,Negative,0.5305604338645935
154,Hihihi🥰,Negative,0.7861013412475586
155,"merci, you’re fine as fuck, but you giving me hell.",Negative,0.8506302237510681
156,"Good morning 🌅 
Don’t forget to treat yourself with the same kindness you show to others, you deserve happiness, deserve kindness, and deserve the best! Never forget how much light you bring to others ✨
Hope everyone has a wonderful day ☺️",Negative,0.6072890162467957
157,"Moin, Robert!☕️☕️☕️",Negative,0.941156268119812
158,"De eerste aflevering van een driedelige podcast serie over klimaatobstructie. 

""Samen met Martijn Duineveld duikt Alexander Beunder van MOMUS in de geschiedenis van klimaatobstructie. Wat is het? Waar komt het vandaan? En hoe ga je er mee om?.
authentiekejournalistiek.org/klimaatobstr...",Negative,0.7927206754684448
159,Pat Collier for me. Introduced through The Wonder Stuff and sought out many artists he worked with after,Positive,0.7702817320823669
160,"Blusky continues to get heaps of new folks.

Be very welcome 🤗 #Phd #academicsky

I teach researchers how to do better presentations 

Give me a follow

Also a bsky tip  - engage with stuff, post and comment, people want to chat to people and the algorithm won't just push stuff",Positive,0.439786821603775
161,How long before Iran breaks this ceasefire?,Negative,0.4319228529930115
162,其实除了性欲 人应该还要点别的什么东西,Negative,0.509625256061554
163,Overkill in my honest opinion.,Negative,0.9323857426643372
164,"akihiko,,,, #artfromtheabyss #fatart #maleweightgain #bhm",Positive,0.560386598110199
165,"your girls and their outfits are super lovely!! 🥰🥰 I actually really like bjd dolls, so I really enjoy these posts 🤗",Positive,0.5839711427688599
166,こういうの大好きだ！,Negative,0.8751187324523926
167,"Не читала эту работу, но знаю, что её написал Макс Фальк, значит она реально топ",Negative,0.4961717426776886
168,デビサマのクドラクとソウルハッカーズのカタキラウワだけは許してないですわ,Negative,0.8609418272972107
169,Just need the Temu ads now 🙄,Negative,0.5924474596977234
170,"AmericanAir sucks the big one. One of the busiest travel seasons of the years and you jerk offs can't even think to be fully staffed.

Robert Isom the crapitalist CEO should never have a day of peace.

This scumbag looks like he'd judge a baby for smiling",Negative,0.9693178534507751
171,"Il Corriere dello Sport recita: ""Leao&Tammy salva Milan"" https://www.milannews.it/rassegna-stampa/il-corriere-dello-sport-recita-leao-tammy-salva-milan-557720
Non una partita travolgente come ci si poteva aspettare dal Milan contro la squadra ultimissima della classe, lo Slovan Bratislava, nel […]",Negative,0.7019503116607666
172,"Life in Highlands and Islands is ‘struggle for basic human rights’

www.thetimes.com/article/d652...",Negative,0.9618731737136841
173,"Lebanon's parliamentary speaker, Nabih Berri (from Amal), said, in an interview with ad-Diyar, that the chances of Lebanon and Israel reaching a ceasefire agreement had surpassed 50% following president elect Donald Trump urging U.S. envoy Amos Hochstein to push through a deal.",Positive,0.8187921643257141
174,Buenos días!,Positive,0.9656447768211365
175,"Oh and I cohost a podcast!

It's called Half Stack Data Science and together with 
@shaunmcgirr.bsky.social we explore the realities of doing data work.

It has a website at halfstackdatascience.com and you can listen wherever you listen to podcasts!",Negative,0.4314858317375183
176,Long-sought court ruling restores Oregon tribe’s hunting and fishing rights https://apnews.com/article/siletz-oregon-tribal-rights-powwow-restoration-ee2c9fd73c372298aa4d505e3c992761?utm_source=dlvr.it&utm_medium=mastodon,Positive,0.7351799011230469
177,"雑踏、僕らの街 / トゲナシトゲアリ
#NowPlaying #PsrPlaying
https://open.spotify.com/track/0tNSVPZeJjpNH7Q9VqrbyJ",Positive,0.5833675265312195
178,this morning the energy i have is the same as coach z,Positive,0.6640810966491699
179,guys im playing mario oddysey,Positive,0.4014168679714203
180,"Bei dieser Familie scheint einiges seltsam.🧐
-•-•-•-•-

Errol Musk hat Kind mit Stieftochter: „Wir sind zum Fortpflanzen auf der Welt“
Der 76-jährige Vater des Tesla-Milliardärs Elon Musk macht Wirbel, weil er mit seiner Stieftochter ein Kind gezeugt haben soll. Sein Sohn Elon nennt ihn „böse“.",Negative,0.9806821942329407
181,ㅎr부처럼 장르문법 잘 아는 ㅅr람이 왔어야했는데,Negative,0.8673438429832458
182,Mates.,Positive,0.769934892654419
183,Lieben Dank dir fürs Teilen - und Puten bekannter machen 💚,Positive,0.9612559080123901
184,Who needs weighted blankets when you have one cat that lays on your stomach and another that lays on your face 💀 #cats,Positive,0.7696402668952942
185,Hey lovely. Good to see you here!!!,Positive,0.9177462458610535
186,Daar ben ik het absoluut niet mee eens. Elke toekomstvisie ontbreekt. Geen plannen of investeringen meer voor de toekomst. Potverteren en problemen vooruitschuiven.,Negative,0.8505864143371582
187,Trump promised mass deportations. Educators worry fear will keep immigrants’ kids from school https://apnews.com/article/immigration-school-deportation-9747be35d2eb109693930f114f148b94?utm_source=dlvr.it&utm_medium=mastodon,Negative,0.8233634233474731
188,😂,Negative,0.6950050592422485
189,- well yes! 🖤,Positive,0.9575716853141785
190,Same,Neutral,0.5129991769790649
191,youtu.be/kqD6slHSvxw?...,Positive,0.4208148419857025
192,"One of these really hard mornings in a professor's life. Absolutely had to check out yet another coffee place in #Copenhagen 😆

(coffee credits: The Nomad and The Bean)",Negative,0.9296619892120361
193,Thats why we need basic universal income! It is mostly unfair that when you are sick you loose money,Positive,0.46055376529693604
194,ein einziges Körnchen reicht für den ultimativen Schmerz 😂,Negative,0.9674530029296875
195,Piden a Egidio seguridad en elecciones http://goo.gl/fb/G0Wcq,Positive,0.6059926152229309
196,연습실 댄스 브이앱 최고야 🤟,Positive,0.6813094019889832
197,"​:7eleven:​ビリヤニのターンがくるらしい
https://x.com/biriyanijp/status/1861511176108101939",Negative,0.5895082354545593
198,This one came up in class a lot! And the TikTok’s of people leaving the cinema crying too?! I’m intrigued to watch it now…,Negative,0.4166678786277771
199,"Incredible!! I wish there would be more resources available for understanding neurodiversity when small Nana was still undiagnosed with autism. We still don‘t have enough, don‘t talk enough, don‘t reach out enough, but we are definitely moving forward! 💛",Positive,0.7157366275787354
200,あ！！！ショーさんのクイズわかった！！！！！！,Negative,0.6245639324188232
201,🫂 sognando? Incubo me sa,Negative,0.8161497116088867
202,Goedemorgen op deze regenachtige woensdag; een beetje kleur kan geen kwaad…Vuurgoudhaan (meestal vanwege zijn formaat het vuurgoudhaantje genaamd) (Regulus ignicapilla) is een zangvogel uit de familie van Regulidae. #molecaten #Hattem,Negative,0.49238118529319763
203,Men det har väl inte något med spelarna att göra att det är dött på sociala medier. Packar nu. Drar om en halvtimme,Negative,0.8222878575325012
204,"I randomly noticed from this picture that #Leipzig Hbf has 24 tracks. Has anybody done an advent calendar where you open one track per day and se a new Baureihe of train or locomotive, or something similar. The 24th would be this beauty.",Positive,0.5462864637374878
205,Quiero hacerme madrileño.,Positive,0.6786123514175415
206,"Intenta empezar por algo sencillo, como un gatito, y así poco a poco te vas acostumbrando a dibujar.",Neutral,0.4658367931842804
207,But they will. Soon.,Positive,0.6239057183265686
208,"Lazio, Lotito e l'acquisto in borsa: ""Non ho ceduto nulla! Ecco cosa successo"" https://www.lalaziosiamonoi.it/in-evidenza/lazio-lotito-e-l-acquisto-in-borsa-non-ho-ceduto-nulla-ecco-cosa-e-successo-215102
RASSEGNA STAMPA - Come vi avevamo raccontato, negli ultimi giorni un quantitativo di 2 […]",Positive,0.46825698018074036
209,Parabéns,Positive,0.518571138381958
210,"If you mean Edu, he said (yesterday) that he would probably join in a week... 🤞",Negative,0.7152474522590637
211,"🔥 Stopping the planned expansion of the national highway system on Sunday and launching an initiative to bring the green transition of banks and insurers to a vote, Swiss climate campaigners are on fire! 🔥 Here is an initial starter pack of climate campaigners in #Switzerland. go.bsky.app/QFce71n",Positive,0.8477586507797241
212,"Please let me know whom I'm missing, @klimaschutzschweiz.bsky.social, @umverkehr.bsky.social, @publiceye.ch, @campaxorg.bsky.social, @jksteinberger.bsky.social, @mhaenggi.bsky.social, @jonaskampus.bsky.social.",Negative,0.45072266459465027
213,Hey a daily 5 and a half mile walk is nothing to be sniffed at! Walking is such an underrated exercise! It’s fabulous. Plus it has the bonus of getting you outside into the fresh air too. It’s definitely worth doing 👏🏻,Positive,0.902096688747406
214,"Ja vos he parlat de l'alcalde de Cornellà, Antonio Balmón, que sempre ix en la revista de propaganda municipal en un dibuix en comptes de en foto. Doncs este mes, que el tema de portada és la concentració contra la violència masclista, ix ell dibuixat EN LA CONCENTRACIÓ",Negative,0.4964574873447418
215,"did a quick sketch in colors live on my switch!

(it works with my sonarpen, and i think that's rad!)

#mastoart",Negative,0.8657169342041016
216,"I'll need to put some scratches on the head of our new Pep golf divot tools! 🤣

Perfect gift for golf loving City fans

Get yours here thegingerwigscitygifts.com/golf-towels-...",Negative,0.97872394323349
217,🤝,Negative,0.8304749131202698
218,JUICE TODAYY,Positive,0.9361938834190369
219,"그쿤
저 여기를 자주안와서
사유 sns여러개할기운까진없어서",Negative,0.5479734539985657
220,TSAAAA YOURE HEREEEE 💖💖💖,Positive,0.985219419002533
